"Word","FREQcount","CDcount","Dom_PoS_SUBTLEX","Percentage_dom_PoS"
"lakhs",1,1,"Noun","1.00"
"lakish",1,1,"Noun","1.00"
"lally",9,3,"Name","0.78"
"lallygagging",1,1,"Verb","1.00"
"lalo",8,4,"Noun","0.75"
"lam",175,81,"Name","0.57"
"lama",157,50,"Name","0.77"
"lamas",10,7,"Noun","0.50"
"lamasery",4,2,"Noun","1.00"
"lamb",542,322,"Noun","0.80"
"lamba",3,1,"Name","1.00"
"lambada",7,4,"Noun","0.86"
"lambasted",1,1,"Verb","1.00"
"lambasting",2,2,"Verb","1.00"
"lambda",8,6,"Noun","1.00"
"lambeau",2,2,"Noun","0.50"
"lambent",2,1,"Noun","0.50"
"lambert",191,34,"Name","0.97"
"lambie",3,2,"Noun","1.00"
"lambkin",2,2,"Noun","1.00"
"lambkins",3,2,"Noun","1.00"
"lambs",85,63,"Noun","1.00"
"lambskin",4,1,"Noun","1.00"
"lambswool",1,1,"Noun","1.00"
"lamby",3,2,"Noun","1.00"
"lame",557,439,"Adjective","0.97"
"lamebrain",13,9,"Noun","0.62"
"lamebrains",3,3,"Noun","1.00"
"lamed",2,2,"Verb","1.00"
"lamely",3,3,"Adverb","1.00"
"lameness",5,4,"Noun","1.00"
"lament",49,24,"Verb","0.78"
"lamentable",7,6,"Adjective","1.00"
"lamentably",2,2,"Adverb","1.00"
"lamentation",3,3,"Noun","1.00"
"lamentations",3,3,"Noun","0.67"
"lamented",10,10,"Verb","0.90"
"lamenting",8,7,"Verb","1.00"
"laments",3,3,"Verb","0.67"
"lamer",3,3,"Adjective","1.00"
"lames",3,3,"Verb","1.00"
"lamest",22,20,"Adjective","1.00"
"lamia",8,1,"Name","1.00"
"lamina",1,1,"Noun","1.00"
"laminate",10,9,"Verb","0.40"
"laminated",18,16,"Adjective","0.72"
"laminates",6,4,"Verb","0.50"
"laminating",3,3,"Verb","0.67"
"lamination",6,6,"Noun","1.00"
"laminator",1,1,"Noun","1.00"
"laminectomy",2,2,"Noun","1.00"
"lamister",1,1,"Noun","1.00"
"lammas",1,1,"Name","1.00"
"lammed",4,4,"Verb","1.00"
"lammie",6,2,"Name","1.00"
"lamp",657,384,"Noun","1.00"
"lamping",1,1,"Verb","1.00"
"lamplight",6,5,"Noun","1.00"
"lamplighter",3,3,"Noun","0.67"
"lamplighters",2,1,"Noun","1.00"
"lampoon",5,5,"Noun","0.80"
"lampooning",1,1,"Verb","1.00"
"lamppost",28,26,"Noun","1.00"
"lampposts",7,7,"Noun","0.86"
"lamps",104,78,"Noun","1.00"
"lampshade",14,12,"Noun","0.71"
"lampshades",4,4,"Noun","1.00"
"lampwick",14,2,"Name","1.00"
"lams",1,1,"Noun","1.00"
"lamsters",1,1,"Noun","1.00"
"lan",417,91,"Noun","1.00"
"lanai",7,5,"Noun","0.43"
"lancashire",7,6,"Name","1.00"
"lancaster",65,33,"Name","0.97"
"lance",554,130,"Noun","0.85"
"lanced",6,6,"Verb","0.67"
"lancelot",141,30,"Name","1.00"
"lanceolate",1,1,"Adjective","1.00"
"lancer",22,10,"Noun","0.95"
"lancers",28,13,"Noun","1.00"
"lances",29,18,"Noun","1.00"
"lancet",6,5,"Noun","0.67"
"lancets",2,2,"Noun","0.50"
"lancha",1,1,"Noun","1.00"
"lancing",3,3,"Verb","0.67"
"land",4494,2074,"Noun","0.75"
"landau",11,8,"Name","0.73"
"landed",653,520,"Verb","0.96"
"lander",9,6,"Noun","1.00"
"landers",35,18,"Noun","0.94"
"landfall",25,17,"Noun","1.00"
"landfill",66,27,"Noun","1.00"
"landfills",2,2,"Noun","1.00"
"landforms",1,1,"Noun","1.00"
"landing",818,497,"Noun","0.64"
"landings",70,54,"Noun","1.00"
"landladies",3,3,"Noun","1.00"
"landlady",106,77,"Noun","1.00"
"landline",10,10,"Noun","1.00"
"landlocked",10,10,"Verb","0.60"
"landlord",272,187,"Noun","1.00"
"landlords",23,19,"Noun","1.00"
"landlubber",5,4,"Noun","0.80"
"landlubberly",1,1,"Adverb","1.00"
"landlubbers",4,4,"Noun","0.75"
"landmark",64,61,"Noun","0.98"
"landmarks",18,18,"Noun","1.00"
"landmass",4,4,"Noun","1.00"
"landmine",7,5,"Noun","0.83"
"landmines",9,7,"Noun","1.00"
"landowner",19,16,"Noun","1.00"
"landowners",12,11,"Noun","1.00"
"lands",356,252,"Noun","0.99"
"landsat",1,1,"Name","1.00"
"landscape",127,96,"Noun","0.98"
"landscaped",3,3,"Adjective","0.67"
"landscaper",19,14,"Noun","1.00"
"landscapers",7,4,"Noun","1.00"
"landscapes",28,23,"Noun","1.00"
"landscaping",64,41,"Noun","0.75"
"landslide",42,34,"Noun","1.00"
"landslides",3,3,"Noun","1.00"
"landslip",1,1,"Noun","1.00"
"landsman",6,3,"Noun","0.80"
"landsmen",1,1,"Noun","1.00"
"landward",1,1,"Adjective","1.00"
"lane",1704,513,"Noun","0.94"
"lanes",98,77,"Noun","1.00"
"laney",33,4,"Name","0.79"
"lang",198,63,"Name","0.84"
"langley",191,99,"Name","1.00"
"language",1790,1178,"Noun","1.00"
"languages",209,176,"Noun","1.00"
"langue",1,1,"Unclassified","1.00"
"languedoc",1,1,"Name","1.00"
"languid",10,10,"Adjective","1.00"
"languidly",1,1,"Adverb","1.00"
"languish",8,8,"Verb","0.88"
"languished",7,6,"Verb","1.00"
"languishing",9,9,"Verb","1.00"
"languor",10,3,"Noun","1.00"
"languorous",2,2,"Adjective","1.00"
"lanier",11,6,"Name","0.55"
"lank",1,1,"Verb","1.00"
"lanky",22,17,"Adjective","1.00"
"lanolin",3,3,"Noun","1.00"
"lansdowne",7,1,"Name","1.00"
"lansing",43,20,"Name","0.91"
"lantern",103,70,"Noun","1.00"
"lanterns",31,23,"Noun","1.00"
"lanugo",1,1,"Noun","1.00"
"lanyard",4,4,"Noun","1.00"
"lanyards",2,2,"Noun","1.00"
"lao",68,13,"Name","0.96"
"laos",29,13,"Name","1.00"
"laotian",5,3,"Adjective","1.00"
"lap",687,519,"Noun","0.97"
"laparoscopy",6,4,"Noun","1.00"
"laparotomies",2,2,"Noun","1.00"
"laparotomy",11,10,"Noun","1.00"
"lapdog",21,17,"Noun","0.95"
"lapdogs",5,4,"Noun","0.80"
"lapel",25,24,"Noun","1.00"
"lapels",22,14,"Noun","1.00"
"lapis",7,6,"Noun","1.00"
"lapland",9,6,"Name","1.00"
"laplander",1,1,"Name","1.00"
"lapp",10,3,"Name","0.60"
"lapped",8,7,"Verb","1.00"
"lappers",1,1,"Noun","1.00"
"lapping",21,19,"Verb","0.71"
"laps",167,113,"Noun","0.99"
"lapse",70,61,"Noun","0.84"
"lapsed",22,21,"Verb","0.68"
"lapses",13,13,"Noun","1.00"
"lapsing",2,2,"Verb","0.50"
"laptop",177,133,"Noun","1.00"
"laptops",14,13,"Noun","1.00"
"lapwing",1,1,"Noun","1.00"
"lar",58,26,"Name","0.81"
"larboard",22,6,"Noun","1.00"
"larcenies",1,1,"Noun","1.00"
"larcenist",1,1,"Noun","1.00"
"larcenists",1,1,"Noun","1.00"
"larcenous",4,4,"Adjective","1.00"
"larceny",113,87,"Noun","0.99"
"larch",7,5,"Noun","1.00"
"lard",86,65,"Noun","0.95"
"larder",8,8,"Noun","1.00"
"lards",1,1,"Noun","1.00"
"lare",3,2,"Verb","0.67"
"lares",3,1,"#N/A","#N/A"
"large",2114,1480,"Adjective","0.93"
"largely",84,78,"Adverb","1.00"
"largemouth",3,3,"Noun","1.00"
"largeness",2,2,"Noun","1.00"
"larger",418,352,"Adjective","1.00"
"larges",4,3,"Noun","1.00"
"largess",3,3,"Noun","1.00"
"largesse",9,8,"Noun","1.00"
"largest",402,328,"Adjective","1.00"
"largish",4,2,"Adjective","1.00"
"largo",54,9,"Name","0.65"
"largos",1,1,"Noun","1.00"
"lariat",6,6,"Noun","0.67"
"lariats",1,1,"Noun","1.00"
"larin",3,1,"Name","1.00"
"lark",83,54,"Noun","0.83"
"larker",2,1,"Name","1.00"
"larking",1,1,"Verb","1.00"
"larks",14,12,"Noun","1.00"
"larkspur",2,2,"Noun","0.50"
"larn",4,1,"Verb","1.00"
"larrup",1,1,"Name","1.00"
"larry",2888,476,"Name","1.00"
"lars",116,24,"Name","0.97"
"larums",1,1,"Noun","1.00"
"larva",13,11,"Noun","0.92"
"larvae",29,22,"Noun","0.93"
"larval",7,7,"Adjective","1.00"
"laryngeal",12,11,"Adjective","1.00"
"laryngitis",23,16,"Noun","0.96"
"laryngoscope",13,12,"Noun","1.00"
"laryngoscopy",1,1,"Noun","1.00"
"larynx",58,43,"Noun","0.98"
"las",933,404,"Name","0.97"
"lasagna",183,94,"Noun","0.96"
"lasagnas",5,5,"Noun","1.00"
"lasagne",20,12,"Noun","1.00"
"lascar",3,2,"Noun","1.00"
"lascivious",34,23,"Adjective","1.00"
"lasciviously",5,4,"Adverb","1.00"
"lasciviousness",1,1,"Noun","1.00"
"laser",433,224,"Noun","1.00"
"laserjet",2,2,"Noun","1.00"
"lasers",69,48,"Noun","1.00"
"lash",85,73,"Verb","0.67"
"lashed",16,15,"Verb","1.00"
"lashes",44,39,"Noun","0.75"
"lashing",23,20,"Verb","0.68"
"lashings",6,5,"Noun","1.00"
"lasing",1,1,"Verb","1.00"
"lass",136,72,"Noun","0.96"
"lasses",11,10,"Noun","1.00"
"lassie",147,67,"Name","0.50"
"lassies",4,4,"Noun","1.00"
"lassitude",2,2,"Noun","1.00"
"lasso",45,34,"Noun","1.00"
"lassoed",4,4,"Verb","0.75"
"lassoes",2,1,"Noun","1.00"
"lassoing",2,2,"Verb","1.00"
"lassos",1,1,"Noun","1.00"
"last",36878,7731,"Number","0.92"
"lasted",315,294,"Verb","0.98"
"lasting",120,110,"Adjective","0.68"
"lastjob",1,1,"Noun","1.00"
"lastly",31,28,"Adverb","1.00"
"lasts",252,235,"Verb","1.00"
"lat",33,14,"Name","0.41"
"latch",98,73,"Noun","0.57"
"latched",19,18,"Verb","0.89"
"latches",7,7,"Noun","0.86"
"latching",5,5,"Verb","1.00"
"latchkey",16,6,"Noun","0.94"
"latchkeys",1,1,"Noun","1.00"
"late",13756,5576,"Adjective","0.73"
"latecomer",1,1,"Noun","1.00"
"lated",2,2,"Adjective","1.00"
"lately",2459,1795,"Adverb","1.00"
"latency",2,2,"Noun","1.00"
"lateness",12,12,"Noun","1.00"
"latent",39,37,"Adjective","1.00"
"latents",4,4,"Noun","0.75"
"later",14889,5951,"Adverb","0.88"
"lateral",78,70,"Adjective","1.00"
"laterally",11,10,"Adverb","1.00"
"laterals",1,1,"Noun","1.00"
"lateran",1,1,"Noun","1.00"
"latest",955,819,"Adjective","1.00"
"latex",74,49,"Noun","0.69"
"lath",3,3,"Noun","1.00"
"latham",31,10,"Name","0.97"
"lathe",16,8,"Noun","0.94"
"lather",28,27,"Noun","1.00"
"lathered",8,6,"Verb","1.00"
"lathering",1,1,"Verb","1.00"
"lathers",1,1,"Noun","1.00"
"lathery",1,1,"Noun","1.00"
"lathes",1,1,"Noun","1.00"
"latigo",27,7,"Name","0.62"
"latimer",22,3,"Name","1.00"
"latin",561,342,"Adjective","0.56"
"latinate",2,2,"Adjective","1.00"
"latino",56,50,"Noun","0.73"
"latinos",18,13,"Noun","0.67"
"latins",5,3,"Noun","1.00"
"latissimus",2,2,"Noun","1.00"
"latitude",81,67,"Noun","1.00"
"latitudes",6,6,"Noun","1.00"
"latke",2,2,"Noun","1.00"
"latrine",149,88,"Noun","1.00"
"latrines",18,17,"Noun","1.00"
"latron",1,1,"Name","1.00"
"lats",47,12,"Name","0.53"
"latte",123,93,"Noun","0.99"
"latter",64,60,"Determiner","1.00"
"lattes",24,22,"Noun","1.00"
"lattice",4,4,"Noun","1.00"
"latticed",1,1,"Adjective","1.00"
"lattin",43,1,"Name","0.78"
"latvia",9,6,"Name","1.00"
"latvian",18,8,"Adjective","1.00"
"laud",6,4,"Verb","0.50"
"laudable",6,6,"Adjective","1.00"
"laudanin",1,1,"Noun","1.00"
"laudanum",26,16,"Noun","1.00"
"laude",32,30,"Adverb","0.66"
"lauded",2,2,"Verb","1.00"
"lauder",12,8,"Name","0.92"
"lauderdale",39,24,"Name","1.00"
"lauding",1,1,"Verb","1.00"
"lauds",2,1,"Noun","1.00"
"laugh",3206,1932,"Verb","0.71"
"laughable",26,25,"Adjective","1.00"
"laughably",2,2,"Adverb","1.00"
"laughed",545,447,"Verb","1.00"
"laugher",4,4,"Noun","1.00"
"laughers",10,10,"Noun","1.00"
"laughing",2667,1515,"Verb","0.94"
"laughingly",6,6,"Adverb","1.00"
"laughingstock",52,51,"Noun","1.00"
"laughingstocks",1,1,"Noun","1.00"
"laughs",1238,607,"Verb","0.78"
"laughter",704,396,"Noun","1.00"
"launch",1018,395,"Verb","0.53"
"launched",192,144,"Verb","1.00"
"launcher",42,30,"Noun","0.98"
"launchers",21,20,"Noun","1.00"
"launches",32,29,"Verb","0.72"
"launching",122,87,"Verb","0.69"
"launchings",1,1,"Noun","1.00"
"launchpad",16,6,"Noun","0.63"
"launder",34,27,"Verb","1.00"
"laundered",24,23,"Verb","0.79"
"launderer",3,3,"Noun","1.00"
"launderers",4,4,"Noun","1.00"
"launderettes",1,1,"Noun","1.00"
"laundering",70,47,"Noun","0.69"
"launders",3,3,"Verb","1.00"
"laundress",13,10,"Noun","0.85"
"laundries",3,3,"Noun","1.00"
"laundromat",71,49,"Noun","0.91"
"laundromats",4,4,"Noun","1.00"
"laundry",972,642,"Noun","1.00"
"laundryman",4,3,"Noun","1.00"
"laundrywoman",1,1,"Noun","1.00"
"laura",1448,218,"Name","1.00"
"laureate",7,7,"Noun","0.71"
"laureates",3,3,"Noun","1.00"
"laurel",188,54,"Name","0.87"
"laurels",14,10,"Noun","1.00"
"laurence",53,27,"Name","1.00"
"laurentian",1,1,"Adjective","1.00"
"laury",26,2,"Name","0.65"
"lauryl",1,1,"Noun","1.00"
"lav",2,2,"Noun","1.00"
"lava",176,87,"Noun","0.98"
"lavage",51,31,"Noun","0.88"
"lavalier",1,1,"Adjective","1.00"
"lavaliere",3,3,"Noun","0.67"
"lavaliers",1,1,"Name","1.00"
"lavant",1,1,"Name","1.00"
"lavatories",12,8,"Noun","1.00"
"lavatory",49,35,"Noun","1.00"
"lave",5,3,"Name","0.60"
"lavender",104,64,"Noun","0.90"
"laver",3,2,"Name","0.67"
"laving",1,1,"Verb","1.00"
"lavish",39,35,"Adjective","0.87"
"lavished",9,9,"Verb","1.00"
"lavishing",2,2,"Verb","1.00"
"lavishly",2,2,"Adverb","1.00"
"law",5932,2517,"Noun","1.00"
"lawbook",1,1,"Noun","1.00"
"lawbreaker",7,7,"Noun","1.00"
"lawbreakers",7,7,"Noun","1.00"
"lawbreaking",1,1,"Noun","1.00"
"lawful",111,77,"Adjective","1.00"
"lawfully",55,39,"Adverb","1.00"
"lawgiver",13,4,"Noun","0.77"
"lawks",1,1,"Name","1.00"
"lawless",22,20,"Adjective","1.00"
"lawlessness",26,25,"Noun","1.00"
"lawmaker",3,3,"Noun","1.00"
"lawmakers",16,12,"Noun","1.00"
"lawman",58,29,"Noun","0.93"
"lawmen",11,11,"Noun","1.00"
"lawn",630,424,"Noun","1.00"
"lawnmower",24,23,"Noun","1.00"
"lawns",57,49,"Noun","1.00"
"lawrence",696,205,"Name","1.00"
"lawrencium",1,1,"#N/A","#N/A"
"laws",868,592,"Noun","1.00"
"lawsuit",311,208,"Noun","1.00"
"lawsuits",99,83,"Noun","1.00"
"lawyer",4055,1686,"Noun","1.00"
"lawyering",14,14,"Noun","0.50"
"lawyerlike",1,1,"Adjective","1.00"
"lawyerly",2,2,"Adverb","0.50"
"lawyers",975,646,"Noun","1.00"
"lax",87,60,"Adjective","1.00"
"laxative",43,31,"Noun","0.91"
"laxatives",13,11,"Noun","1.00"
"laxity",5,5,"Noun","1.00"
"lay",2970,1951,"Verb","0.96"
"layabout",4,4,"Noun","1.00"
"layabouts",4,4,"Noun","1.00"
"layaway",74,17,"Noun","1.00"
"layback",1,1,"Noun","1.00"
"layer",189,153,"Noun","0.97"
"layered",11,10,"Adjective","0.55"
"layering",7,7,"Noun","1.00"
"layers",119,90,"Noun","1.00"
"layette",4,2,"Noun","1.00"
"laying",568,492,"Verb","0.98"
"layman",48,40,"Noun","0.92"
"laymen",4,4,"Noun","1.00"
"layne",56,3,"Name","1.00"
"layoff",11,10,"Noun","0.73"
"layoffs",10,10,"Noun","1.00"
"layout",178,152,"Noun","1.00"
"layouts",9,9,"Noun","1.00"
"layover",25,24,"Noun","0.96"
"laypeople",2,2,"Verb","0.50"
"layperson",7,4,"Noun","1.00"
"lays",150,141,"Verb","1.00"
"layup",8,5,"Noun","0.75"
"lazar",17,5,"Name","0.65"
"lazaret",1,1,"Noun","1.00"
"lazarus",97,32,"Noun","0.53"
"laze",2,2,"Verb","1.00"
"lazed",1,1,"Verb","1.00"
"lazier",8,6,"Adjective","1.00"
"laziest",8,7,"Adjective","1.00"
"laziness",24,24,"Noun","1.00"
"lazing",5,5,"Verb","1.00"
"lazy",591,445,"Adjective","1.00"
"lazybones",8,8,"Verb","0.50"
"lazyboots",8,1,"Noun","0.75"
"lb",54,25,"Noun","1.00"
"lbs",59,39,"Noun","1.00"
"lbw",2,2,"Adverb","1.00"
"lc",14,7,"Name","0.77"
"lcd",4,3,"Noun","1.00"
"lcm",1,1,"#N/A","#N/A"
"ld",895,546,"Noun","0.99"
"le",812,300,"Name","0.62"
"lea",20,9,"Name","0.75"
"leach",38,17,"Name","0.95"
"leached",2,2,"Verb","1.00"
"leacher",2,1,"Noun","0.50"
"leaches",4,4,"Verb","1.00"
"leaching",2,2,"Noun","1.00"
"leachman",3,3,"Name","1.00"
"lead",4246,2517,"Verb","0.58"
"leaded",23,16,"Adjective","1.00"
"leaden",5,5,"Adjective","1.00"
"leader",1589,894,"Noun","0.99"
"leaderless",3,3,"Adjective","1.00"
"leaders",453,309,"Noun","1.00"
"leadership",249,197,"Noun","1.00"
"leadeth",36,22,"Verb","1.00"
"leadin",19,14,"Noun","1.00"
"leading",1064,823,"Verb","0.65"
"leadoff",5,4,"Noun","0.80"
"leads",1009,817,"Verb","0.69"
"leaf",265,217,"Noun","0.98"
"leafed",4,2,"Verb","1.00"
"leafing",1,1,"Verb","1.00"
"leaflet",2,2,"Noun","1.00"
"leaflets",13,9,"Noun","1.00"
"leafs",3,3,"Noun","1.00"
"leafy",24,15,"Adjective","1.00"
"league",950,607,"Noun","0.99"
"leaguer",16,15,"Noun","0.88"
"leaguers",5,5,"Noun","0.60"
"leagues",107,88,"Noun","0.98"
"leak",517,382,"Noun","0.81"
"leakage",28,25,"Noun","1.00"
"leakages",2,2,"Noun","1.00"
"leaked",79,65,"Verb","0.92"
"leaker",1,1,"Noun","1.00"
"leaking",184,161,"Verb","0.95"
"leakproof",1,1,"Adjective","1.00"
"leaks",112,100,"Noun","0.67"
"leaky",56,51,"Adjective","1.00"
"lean",529,427,"Verb","0.81"
"leander",10,4,"Verb","0.50"
"leaned",87,79,"Verb","1.00"
"leaner",5,4,"Adjective","1.00"
"leanest",3,2,"Adjective","1.00"
"leaning",217,184,"Verb","0.96"
"leanings",8,8,"Noun","1.00"
"leans",55,52,"Verb","1.00"
"leant",2,2,"Verb","1.00"
"leap",340,265,"Noun","0.57"
"leaped",25,21,"Verb","1.00"
"leaper",4,4,"Noun","1.00"
"leapers",1,1,"Noun","1.00"
"leapfrog",18,16,"Verb","0.74"
"leapfrogged",1,1,"#N/A","#N/A"
"leapfrogging",1,1,"Verb","1.00"
"leapfrogs",1,1,"Noun","1.00"
"leaping",80,68,"Verb","0.88"
"leaps",68,60,"Verb","0.57"
"leapt",45,43,"Verb","1.00"
"lear",64,39,"Name","0.97"
"learn",6047,3414,"Verb","1.00"
"learnable",1,1,"Adjective","1.00"
"learned",2964,2061,"Verb","0.98"
"learner",61,58,"Noun","1.00"
"learners",5,5,"Noun","1.00"
"learning",1036,815,"Verb","0.77"
"learnings",1,1,"Noun","1.00"
"learns",148,136,"Verb","1.00"
"learnt",162,129,"Verb","1.00"
"lears",1,1,"Name","1.00"
"leary",91,38,"Name","0.74"
"leas",1,1,"Noun","1.00"
"lease",320,201,"Noun","0.90"
"leased",58,52,"Verb","0.90"
"leaseholder",3,2,"Noun","1.00"
"leaseholders",2,1,"Noun","1.00"
"leases",33,21,"Noun","0.88"
"leash",219,165,"Noun","0.98"
"leashed",1,1,"Verb","1.00"
"leashes",15,12,"Noun","0.93"
"leasing",27,23,"Verb","0.56"
"least",10596,5406,"Adverb","0.97"
"leastways",13,12,"Noun","0.92"
"leastwise",8,8,"Adverb","1.00"
"leat",1,1,"Noun","1.00"
"leather",693,489,"Noun","1.00"
"leatherette",3,3,"Noun","1.00"
"leatherhead",1,1,"Name","1.00"
"leathering",1,1,"Verb","1.00"
"leatherjacket",3,3,"Noun","1.00"
"leatherneck",2,1,"Verb","0.50"
"leathernecks",7,6,"Noun","1.00"
"leathers",12,9,"Noun","1.00"
"leathery",9,9,"Adjective","1.00"
"leave",28596,7185,"Verb","0.97"
"leaved",1,1,"Verb","1.00"
"leavened",2,2,"Adjective","1.00"
"leavening",1,1,"Verb","1.00"
"leavens",1,1,"Verb","1.00"
"leaver",7,4,"Noun","1.00"
"leavers",2,2,"Noun","1.00"
"leaves",2316,1719,"Verb","0.77"
"leaving",7211,3962,"Verb","0.98"
"leavings",10,9,"Noun","1.00"
"leavy",1,1,"Name","1.00"
"lebanese",58,39,"Adjective","1.00"
"lebanon",40,26,"Name","1.00"
"lebensraum",4,2,"Noun","0.50"
"lech",8,8,"Noun","0.63"
"leche",12,6,"Noun","0.83"
"lecher",5,5,"Noun","1.00"
"lecherous",21,21,"Adjective","1.00"
"lechers",2,2,"Noun","1.00"
"lechery",4,4,"Noun","1.00"
"leches",1,1,"Noun","1.00"
"lecithin",3,2,"Noun","1.00"
"lectern",4,4,"Noun","1.00"
"lection",1,1,"Noun","1.00"
"lector",3,3,"Noun","1.00"
"lecture",534,408,"Noun","0.77"
"lectured",27,27,"Verb","1.00"
"lecturer",41,31,"Noun","1.00"
"lecturers",3,3,"Noun","1.00"
"lectures",128,108,"Noun","0.94"
"lectureship",6,3,"Noun","1.00"
"lecturing",72,66,"Verb","0.92"
"led",1225,953,"Verb","0.99"
"leda",7,5,"Name","0.86"
"lederhosen",10,9,"Noun","0.70"
"ledge",179,109,"Noun","1.00"
"ledger",62,43,"Noun","0.94"
"ledgers",19,10,"Noun","1.00"
"ledges",4,4,"Noun","1.00"
"leds",2,2,"Noun","1.00"
"lee",2449,602,"Name","0.99"
"leech",89,50,"Noun","0.64"
"leechcraft",1,1,"Noun","1.00"
"leeched",4,4,"Verb","0.75"
"leeches",67,45,"Noun","1.00"
"leeching",8,7,"Verb","0.88"
"leeds",78,18,"Name","1.00"
"leek",15,10,"Noun","0.60"
"leeks",3,3,"Noun","1.00"
"leer",26,7,"Name","0.64"
"leered",2,2,"Verb","1.00"
"leering",25,22,"Verb","0.84"
"leers",1,1,"Noun","1.00"
"leery",162,68,"Name","0.77"
"lees",5,5,"Name","0.80"
"leetle",1,1,"Noun","1.00"
"leeward",2,2,"Adverb","1.00"
"leeway",28,26,"Noun","1.00"
"leeways",1,1,"Noun","1.00"
"left",24707,7001,"Verb","0.76"
"lefter",1,1,"Adjective","1.00"
"lefties",13,10,"Noun","0.92"
"leftist",9,9,"Noun","1.00"
"leftists",2,2,"Noun","1.00"
"leftover",61,58,"Adjective","1.00"
"leftovers",127,110,"Noun","1.00"
"lefts",37,21,"Noun","1.00"
"lefty",158,52,"Noun","0.91"
"leg",2882,1588,"Noun","1.00"
"legacies",6,6,"Noun","1.00"
"legacy",256,193,"Noun","1.00"
"legal",1821,1200,"Adjective","1.00"
"legalese",10,10,"Noun","1.00"
"legalise",3,1,"Verb","1.00"
"legalised",1,1,"Adjective","1.00"
"legalist",1,1,"Noun","1.00"
"legalistic",2,1,"Adjective","1.00"
"legalities",5,5,"Noun","1.00"
"legality",11,8,"Noun","1.00"
"legalization",1,1,"Noun","1.00"
"legalize",11,9,"Verb","0.91"
"legalized",11,10,"Adjective","0.64"
"legalizing",2,2,"Verb","1.00"
"legally",388,335,"Adverb","1.00"
"legals",5,5,"Noun","0.60"
"legate",14,4,"Noun","0.57"
"legatee",1,1,"Noun","1.00"
"legation",37,5,"Noun","0.97"
"legations",1,1,"Noun","1.00"
"legato",10,3,"Adverb","0.80"
"legatos",2,2,"Noun","0.50"
"legend",875,565,"Noun","1.00"
"legendary",205,162,"Adjective","1.00"
"legends",182,143,"Noun","1.00"
"leger",9,2,"Noun","1.00"
"legerdemain",3,3,"Noun","1.00"
"legged",7,7,"Adjective","1.00"
"legging",2,2,"Verb","0.50"
"leggings",13,8,"Noun","1.00"
"leggy",10,10,"Adjective","1.00"
"leghorn",3,2,"Noun","1.00"
"leghorns",1,1,"Noun","1.00"
"legible",11,10,"Adjective","0.91"
"legibly",1,1,"Adverb","1.00"
"legion",126,71,"Noun","1.00"
"legionary",1,1,"Adjective","1.00"
"legioned",1,1,"Adjective","1.00"
"legionnaire",4,4,"Noun","0.50"
"legionnaires",3,3,"Noun","1.00"
"legions",36,24,"Noun","1.00"
"legislate",16,15,"Verb","1.00"
"legislates",1,1,"Verb","1.00"
"legislating",3,3,"Verb","1.00"
"legislation",52,35,"Noun","1.00"
"legislative",14,13,"Adjective","1.00"
"legislator",8,6,"Noun","1.00"
"legislators",12,12,"Noun","1.00"
"legislature",40,30,"Noun","1.00"
"legislatures",1,1,"Noun","1.00"
"legit",136,110,"Noun","0.75"
"legitimacy",26,23,"Noun","1.00"
"legitimate",384,304,"Adjective","1.00"
"legitimately",21,19,"Adverb","1.00"
"legitimates",1,1,"Verb","1.00"
"legitimise",1,1,"Verb","1.00"
"legitimize",5,5,"Verb","1.00"
"legitimized",3,3,"Verb","1.00"
"legitimizer",1,1,"Noun","1.00"
"legitimizes",3,3,"Verb","1.00"
"legitimizing",2,2,"Verb","1.00"
"legits",1,1,"Noun","1.00"
"legless",6,5,"Adjective","1.00"
"legman",2,2,"Noun","0.50"
"legroom",5,5,"Noun","1.00"
"legs",2835,1843,"Noun","1.00"
"legumes",3,2,"Noun","1.00"
"legwarmer",1,1,"Noun","1.00"
"legwarmers",1,1,"Noun","1.00"
"legwork",34,28,"Noun","1.00"
"lehrman",2,1,"Name","1.00"
"lehua",8,1,"Noun","0.50"
"lei",37,14,"Unclassified","0.68"
"leicester",19,12,"Name","1.00"
"leighton",21,6,"Name","1.00"
"leipzig",22,10,"Name","1.00"
"leis",9,6,"Noun","0.89"
"leisure",129,101,"Noun","1.00"
"leisurely",29,28,"Adjective","0.66"
"leisures",1,1,"Noun","1.00"
"leisurewear",1,1,"Verb","1.00"
"leitmotif",2,2,"Noun","1.00"
"lek",4,3,"Noun","1.00"
"lekker",2,1,"Adjective","1.00"
"leme",1,1,"Noun","1.00"
"lemma",1,1,"Noun","1.00"
"lemming",6,6,"Noun","1.00"
"lemmings",12,12,"Noun","1.00"
"lemmon",28,8,"Name","0.93"
"lemon",613,344,"Noun","0.97"
"lemonade",281,192,"Noun","1.00"
"lemonades",11,9,"Noun","1.00"
"lemongrass",2,2,"Noun","1.00"
"lemons",84,52,"Noun","1.00"
"lemony",6,5,"Adjective","1.00"
"lempiras",1,1,"Noun","1.00"
"lemur",9,7,"Noun","0.78"
"lemurs",2,2,"Noun","1.00"
"lend",595,484,"Verb","1.00"
"lender",8,8,"Noun","1.00"
"lenders",3,2,"Noun","1.00"
"lending",96,87,"Verb","0.85"
"lends",24,24,"Verb","1.00"
"lene",6,2,"Noun","0.50"
"leng",20,2,"Name","0.95"
"length",358,270,"Noun","0.94"
"lengthen",12,12,"Verb","1.00"
